sale_price_int,Address,lat,lng,data_time_1,year,rel_to_mean_price,rel_to_median_price
56900,"87 HAYDEN, Buffalo",42.858711299999996,-78.80930550000002,1990/05/01 00:00,1990,0.8049087615680822,1.0345454545454544
78000,"35 JANET, Buffalo",42.9384065,-78.8002777,1990/05/01 00:00,1990,1.1033898664729422,1.4181818181818182
400000,"869 BROADWAY, Buffalo",42.891944,-78.84232399999998,1990/05/01 00:00,1990,5.658409571656114,7.2727272727272725
35000,"33 LAUX, Buffalo",42.8780031,-78.83245040000001,1990/05/01 00:00,1990,0.49511083751991003,0.6363636363636364
125000,"257 PARKER, Buffalo",42.946403000000004,-78.83872889999998,1990/05/01 00:00,1990,1.7682529911425358,2.272727272727273
25000,"74 KIMMEL, Buffalo",42.858601,-78.82551590000001,1990/05/01 00:00,1990,0.35365059822850714,0.45454545454545453
50000,"460 CORNWALL, Buffalo",42.92741609999999,-78.82213780000002,1990/05/01 00:00,1990,0.7073011964570143,0.9090909090909091
98125,"317 VIRGINIA ST, Buffalo",42.895698100000004,-78.8798018,1990/05/01 00:00,1990,1.3880785980468906,1.7840909090909092
75000,"100 PORTLAND, Buffalo",42.853623799999994,-78.81417320000001,1990/05/01 00:00,1990,1.0609517946855214,1.3636363636363635
300000,"828 KENSINGTON, Buffalo",42.934527,-78.82288199999998,1990/05/01 00:00,1990,4.2438071787420855,5.454545454545454
59900,"285 OGDEN SOUTH, Buffalo",42.8689502,-78.80181970000002,1990/05/01 00:00,1990,0.8473468333555031,1.089090909090909
40000,"282 BERKSHIRE, Buffalo",42.9411385,-78.815213,1990/05/01 00:00,1990,0.5658409571656114,0.7272727272727273
69000,"168 REBECCA PARK, Buffalo",42.9533418,-78.8853014,1990/05/01 00:00,1990,0.9760756511106797,1.2545454545454546
16000,"20 BARTHEL, Buffalo",42.90414579999999,-78.8275579,1990/05/01 00:00,1990,0.22633638286624458,0.2909090909090909
40000,"16 ROANOKE, Buffalo",42.8595413,-78.8139077,1990/05/01 00:00,1990,0.5658409571656114,0.7272727272727273
57000,"121 LAIRD, Buffalo",42.95563200000001,-78.90113000000002,1990/05/01 00:00,1990,0.8063233639609964,1.0363636363636364
52000,"66 HENRIETTA, Buffalo",42.956638,-78.900437,1990/05/01 00:00,1990,0.7355932443152948,0.9454545454545454
85000,"1367 FILLMORE, Buffalo",42.9110956,-78.83883209999998,1990/05/01 00:00,1990,1.2024120339769242,1.5454545454545454
12000,"12 VIOLA, Buffalo",42.92139,-78.846311,1990/05/01 00:00,1990,0.16975228714968343,0.21818181818181817
32000,"631 UTICA EAST, Buffalo",42.910691,-78.84213000000003,1990/05/01 00:00,1990,0.45267276573248916,0.5818181818181818
25000,"34 BOYD, Buffalo",42.917691999999995,-78.889276,1990/05/01 00:00,1990,0.35365059822850714,0.45454545454545453
64000,"48 FREUND, Buffalo",42.918605,-78.8024623,1990/05/01 00:00,1990,0.9053455314649783,1.1636363636363636
18900,"791 BEST, Buffalo",42.9034542,-78.8382865,1990/05/01 00:00,1990,0.26735985226075143,0.34363636363636363
33000,"149 KINGSLEY, Buffalo",42.90799000000001,-78.84825099999998,1990/05/01 00:00,1990,0.46681878966162943,0.6
89000,"28 MINNETONKA, Buffalo",42.8413256,-78.8073441,1990/05/01 00:00,1990,1.2589961296934855,1.6181818181818182
24500,"232 LOEPERE, Buffalo",42.900417,-78.83479399999997,1990/05/01 00:00,1990,0.34657758626393703,0.44545454545454544
32000,"522 UTICA EAST, Buffalo",42.9112366,-78.84633769999998,1990/05/01 00:00,1990,0.45267276573248916,0.5818181818181818
